"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"06.10.2022","0,9788","0,9879","0,9927","0,9787","","-0,95%"
"05.10.2022","0,9882","0,9986","0,9995","0,9834","","-1,01%"
"04.10.2022","0,9983","0,9826","1,0000","0,9805","","1,62%"
"03.10.2022","0,9824","0,9800","0,9845","0,9753","","0,26%"
"30.09.2022","0,9799","0,9816","0,9855","0,9735","","-0,15%"
"29.09.2022","0,9814","0,9735","0,9816","0,9635","","0,82%"
"28.09.2022","0,9734","0,9594","0,9751","0,9535","","1,48%"
"27.09.2022","0,9592","0,9610","0,9671","0,9568","","-0,15%"
"26.09.2022","0,9606","0,9679","0,9711","0,9567","","-0,87%"
"23.09.2022","0,9690","0,9837","0,9852","0,9668","","-1,48%"
"22.09.2022","0,9836","0,9837","0,9908","0,9808","","-0,01%"
"21.09.2022","0,9837","0,9972","0,9978","0,9813","","-1,33%"
"20.09.2022","0,9970","1,0023","1,0051","0,9955","","-0,52%"
"19.09.2022","1,0022","1,0012","1,0030","0,9966","","0,07%"
"16.09.2022","1,0015","1,0001","1,0037","0,9944","","0,16%"
"15.09.2022","0,9999","0,9980","1,0019","0,9955","","0,22%"
"14.09.2022","0,9977","0,9969","1,0024","0,9955","","0,07%"
"13.09.2022","0,9970","1,0123","1,0188","0,9966","","-1,47%"
"12.09.2022","1,0119","1,0080","1,0199","1,0059","","0,80%"
"09.09.2022","1,0039","0,9995","1,0114","0,9995","","0,45%"
"08.09.2022","0,9994","1,0002","1,0030","0,9930","","-0,05%"
"07.09.2022","0,9999","0,9904","1,0012","0,9875","","0,98%"
"06.09.2022","0,9902","0,9927","0,9987","0,9863","","-0,24%"
"05.09.2022","0,9926","0,9950","0,9950","0,9877","","-0,25%"
"02.09.2022","0,9951","0,9945","1,0035","0,9942","","0,07%"
"01.09.2022","0,9944","1,0055","1,0057","0,9911","","-1,12%"
"31.08.2022","1,0057","1,0014","1,0079","0,9971","","0,45%"
"30.08.2022","1,0012","0,9996","1,0056","0,9981","","0,17%"
"29.08.2022","0,9995","0,9977","1,0029","0,9913","","0,34%"
"26.08.2022","0,9961","0,9974","1,0091","0,9947","","-0,13%"
"25.08.2022","0,9974","0,9967","1,0035","0,9948","","0,09%"
"24.08.2022","0,9965","0,9970","1,0000","0,9909","","-0,02%"
"23.08.2022","0,9967","0,9944","1,0019","0,9900","","0,26%"
"22.08.2022","0,9941","1,0041","1,0048","0,9926","","-0,93%"
"19.08.2022","1,0034","1,0089","1,0096","1,0031","","-0,54%"
"18.08.2022","1,0088","1,0180","1,0194","1,0079","","-0,90%"
"17.08.2022","1,0180","1,0170","1,0203","1,0145","","0,10%"
"16.08.2022","1,0170","1,0162","1,0195","1,0122","","0,10%"
"15.08.2022","1,0160","1,0263","1,0270","1,0155","","-0,96%"
"12.08.2022","1,0258","1,0316","1,0329","1,0237","","-0,57%"
"11.08.2022","1,0317","1,0299","1,0366","1,0275","","0,19%"
"10.08.2022","1,0297","1,0214","1,0369","1,0201","","0,84%"
"09.08.2022","1,0211","1,0198","1,0248","1,0188","","0,16%"
"08.08.2022","1,0195","1,0179","1,0223","1,0158","","0,14%"
"05.08.2022","1,0181","1,0247","1,0253","1,0141","","-0,61%"
"04.08.2022","1,0243","1,0162","1,0254","1,0154","","0,78%"
"03.08.2022","1,0164","1,0166","1,0210","1,0122","","0,00%"
"02.08.2022","1,0164","1,0261","1,0295","1,0163","","-0,95%"
"01.08.2022","1,0261","1,0218","1,0276","1,0205","","0,42%"
"29.07.2022","1,0218","1,0196","1,0255","1,0145","","0,22%"
"28.07.2022","1,0196","1,0198","1,0236","1,0114","","-0,06%"
"27.07.2022","1,0202","1,0116","1,0222","1,0096","","0,87%"
"26.07.2022","1,0114","1,0220","1,0251","1,0107","","-1,04%"
"25.07.2022","1,0220","1,0212","1,0259","1,0179","","0,10%"
"22.07.2022","1,0210","1,0230","1,0256","1,0129","","-0,18%"
"21.07.2022","1,0228","1,0178","1,0279","1,0153","","0,50%"
"20.07.2022","1,0177","1,0228","1,0274","1,0155","","-0,46%"
"19.07.2022","1,0224","1,0143","1,0270","1,0120","","0,82%"
"18.07.2022","1,0141","1,0085","1,0202","1,0078","","0,54%"
"15.07.2022","1,0087","1,0018","1,0099","1,0007","","0,71%"
"14.07.2022","1,0016","1,0061","1,0065","0,9952","","-0,44%"
"13.07.2022","1,0060","1,0040","1,0123","0,9998","","0,24%"
"12.07.2022","1,0036","1,0040","1,0074","0,9999","","-0,03%"
"11.07.2022","1,0039","1,0173","1,0185","1,0034","","-1,41%"
"08.07.2022","1,0183","1,0159","1,0193","1,0072","","0,24%"
"07.07.2022","1,0159","1,0181","1,0222","1,0144","","-0,22%"
"06.07.2022","1,0181","1,0268","1,0277","1,0161","","-0,83%"
